content,trigger_class,block,question_type,workerid,slide_number_in_experiment,prior_fact,rt,Answer.time_in_minutes,trigger,prior,response,short_trigger
garage,MC,block2,prior,31,53,Garages are used to store cars and other things,10144,9.4114,MC,,0.59,MC
muffins,MC,block2,prior,31,54,Muffins are sold at the bakery,3506,9.4114,MC,,0.7,MC
jackson,C,block2,prior,31,55,Jackson is training for a marathon,4330,9.4114,reveal,high_prior,0.9,reveal
kids,MC,block2,prior,31,56,Many children like ice cream,4919,9.4114,MC,,0.76,MC
danny,C,block2,prior,31,57,Danny loves cake,3919,9.4114,inform,high_prior,0.78,inform
owen,C,block1,prior,32,5,Owen lives in New Orleans,4223,10.152416666666667,know,low_prior,0.77,know
grace,C,block1,prior,32,6,Grace loves her sister,2749,10.152416666666667,admit,high_prior,0.65,admit
mia,C,block1,prior,32,7,Mia is a college student,2777,10.152416666666667,be_annoyed,high_prior,0.85,be_annoyed
julian,C,block1,prior,32,8,Julian is Cuban,4010,10.152416666666667,hear,high_prior,0.89,hear
danny,C,block1,prior,32,9,Danny is a diabetic,2624,10.152416666666667,inform,low_prior,0.2,inform
garage,MC,block1,prior,32,10,Garages are used to store cars and other things,2478,10.152416666666667,MC,,0.85,MC
tony,C,block1,prior,32,11,Tony really likes to party with his friends,2375,10.152416666666667,reveal,high_prior,0.55,reveal
emily,C,block1,prior,32,12,Emily has been saving for a year,3015,10.152416666666667,announce,high_prior,0.86,announce
charley,C,block1,prior,32,13,Charley lives in Mexico,3383,10.152416666666667,confirm,high_prior,0.54,confirm
jayden,C,block1,prior,32,14,Jayden doesn't have a driver's license,3864,10.152416666666667,demonstrate,low_prior,1,demonstrate
olivia,C,block1,prior,32,15,Olivia has two small children,2402,10.152416666666667,say,low_prior,0.57,say
isabella,C,block1,prior,32,16,Isabella is from Argentina,3184,10.152416666666667,suggest,high_prior,0.91,suggest
ballet,MC,block1,prior,32,17,Ballet is a type of dance,3520,10.152416666666667,MC,,0.22,MC
emma,C,block1,prior,32,18,Emma is in law school,3536,10.152416666666667,prove,high_prior,0.93,prove
pizza,MC,block1,prior,32,19,Pizza is sold at the pizzeria,4263,10.152416666666667,MC,,0.85,MC
sophia,C,block1,prior,32,20,Sophia is a high end fashion model,3233,10.152416666666667,be_right,low_prior,0.94,be_right
josh,C,block1,prior,32,21,Josh is a 5-year old boy,2982,10.152416666666667,confess,high_prior,0.92,confess
jon,C,block1,prior,32,22,Jon lives 2 blocks away from work,3383,10.152416666666667,discover,high_prior,0.87,discover
jackson,C,block1,prior,32,23,Jackson is obese,3663,10.152416666666667,see,low_prior,0.97,see
josie,C,block1,prior,32,24,Josie doesn't have a passport,3569,10.152416666666667,establish,low_prior,0.55,establish
mary,C,block1,prior,32,25,Mary is a middle school student,2842,10.152416666666667,pretend,low_prior,0.89,pretend
kids,MC,block1,prior,32,26,Many children like ice cream,5134,10.152416666666667,MC,,0.99,MC
muffins,MC,block1,prior,32,27,Muffins are sold at the bakery,2765,10.152416666666667,MC,,0.89,MC
frank,C,block1,prior,32,28,Frank is allergic to cats,5541,10.152416666666667,think,low_prior,0.42,think
zoe,C,block1,prior,32,29,Zoe is 5 years old,2278,10.152416666666667,acknowledge,low_prior,0.75,acknowledge
hat,MC,block1,prior,32,30,Hats are worn on the head,2320,10.152416666666667,MC,,0.84,MC
danny,C,block2,projective,32,32,Danny is a diabetic,3239,10.152416666666667,inform,low_prior,0.82,inform
jon,C,block2,projective,32,33,Jon lives 2 blocks away from work,3129,10.152416666666667,discover,high_prior,0.02,discover
jackson,C,block2,projective,32,34,Jackson is obese,3774,10.152416666666667,see,low_prior,1,see
charley,C,block2,projective,32,35,Charley lives in Mexico,3428,10.152416666666667,confirm,high_prior,1,confirm
josh,C,block2,projective,32,36,Josh is a 5-year old boy,3227,10.152416666666667,confess,high_prior,0.73,confess
olivia,C,block2,projective,32,37,Olivia has two small children,2465,10.152416666666667,say,low_prior,0.26,say
tony,C,block2,projective,32,38,Tony really likes to party with his friends,3291,10.152416666666667,reveal,high_prior,1,reveal
ballet,MC,block2,projective,32,39,Ballet is a type of dance,3268,10.152416666666667,MC,,1,MC
isabella,C,block2,projective,32,40,Isabella is from Argentina,2519,10.152416666666667,suggest,high_prior,0.83,suggest
hat,MC,block2,projective,32,41,Hats are worn on the head,3061,10.152416666666667,MC,,1,MC
julian,C,block2,projective,32,42,Julian is Cuban,3060,10.152416666666667,hear,high_prior,1,hear
emma,C,block2,projective,32,43,Emma is in law school,2333,10.152416666666667,prove,high_prior,0.52,prove
muffins,MC,block2,projective,32,44,Muffins are sold at the bakery,3030,10.152416666666667,MC,,1,MC
emily,C,block2,projective,32,45,Emily has been saving for a year,2591,10.152416666666667,announce,high_prior,0.54,announce
zoe,C,block2,projective,32,46,Zoe is 5 years old,2899,10.152416666666667,acknowledge,low_prior,1,acknowledge
mia,C,block2,projective,32,47,Mia is a college student,2150,10.152416666666667,be_annoyed,high_prior,0.7,be_annoyed
josie,C,block2,projective,32,48,Josie doesn't have a passport,2050,10.152416666666667,establish,low_prior,0.49,establish
mary,C,block2,projective,32,49,Mary is a middle school student,2878,10.152416666666667,pretend,low_prior,1,pretend
kids,MC,block2,projective,32,50,Many children like ice cream,4395,10.152416666666667,MC,,1,MC
jayden,C,block2,projective,32,51,Jayden doesn't have a driver's license,2205,10.152416666666667,demonstrate,low_prior,0.62,demonstrate
frank,C,block2,projective,32,52,Frank is allergic to cats,3512,10.152416666666667,think,low_prior,0.32,think
owen,C,block2,projective,32,53,Owen lives in New Orleans,2312,10.152416666666667,know,low_prior,0.76,know
grace,C,block2,projective,32,54,Grace loves her sister,2439,10.152416666666667,admit,high_prior,0.86,admit
garage,MC,block2,projective,32,55,Garages are used to store cars and other things,2771,10.152416666666667,MC,,0.98,MC
pizza,MC,block2,projective,32,56,Pizza is sold at the pizzeria,2694,10.152416666666667,MC,,0.44,MC
sophia,C,block2,projective,32,57,Sophia is a high end fashion model,2459,10.152416666666667,be_right,low_prior,0.84,be_right
olivia,C,block1,prior,33,5,Olivia works the third shift,8375,8.985366666666666,announce,high_prior,0.57,announce
charley,C,block1,prior,33,6,Charley lives in Mexico,9488,8.985366666666666,know,high_prior,1,know
jon,C,block1,prior,33,7,Jon lives 2 blocks away from work,6592,8.985366666666666,inform,high_prior,0.76,inform
hat,MC,block1,prior,33,8,Hats are worn on the head,11247,8.985366666666666,MC,,0.35,MC
tony,C,block1,prior,33,9,Tony has been sober for 20 years,4897,8.985366666666666,think,low_prior,0,think
owen,C,block1,prior,33,10,Owen lives in New Orleans,5460,8.985366666666666,confess,low_prior,0,confess
grace,C,block1,prior,33,11,Grace hates her sister,4607,8.985366666666666,admit,low_prior,0.01,admit
emma,C,block1,prior,33,12,Emma is in law school,6977,8.985366666666666,discover,high_prior,0.66,discover
garage,MC,block1,prior,33,13,Garages are used to store cars and other things,12374,8.985366666666666,MC,,0.48,MC
jayden,C,block1,prior,33,14,Jayden doesn't have a driver's license,4118,8.985366666666666,confirm,low_prior,0,confirm
muffins,MC,block1,prior,33,15,Muffins are sold at the bakery,7383,8.985366666666666,MC,,0.59,MC
pizza,MC,block1,prior,33,16,Pizza is sold at the pizzeria,5554,8.985366666666666,MC,,0.51,MC
danny,C,block1,prior,33,17,Danny loves cake,6795,8.985366666666666,hear,high_prior,0.74,hear
jackson,C,block1,prior,33,18,Jackson is obese,4965,8.985366666666666,pretend,low_prior,0.1,pretend
mary,C,block1,prior,33,19,Mary is taking a prenatal yoga class,5862,8.985366666666666,prove,high_prior,0.99,prove
ballet,MC,block1,prior,33,20,Ballet is a type of dance,6461,8.985366666666666,MC,,0.89,MC
josie,C,block1,prior,33,21,Josie loves France,6221,8.985366666666666,demonstrate,high_prior,0.98,demonstrate
kids,MC,block1,prior,33,22,Many children like ice cream,6060,8.985366666666666,MC,,0.52,MC
isabella,C,block1,prior,33,23,Isabella is a vegetarian,3941,8.985366666666666,say,low_prior,0,say
zoe,C,block1,prior,33,24,Zoe is 5 years old,4984,8.985366666666666,establish,low_prior,0,establish
julian,C,block1,prior,33,25,Julian is German,4961,8.985366666666666,be_right,low_prior,0.52,be_right
mia,C,block1,prior,33,26,Mia is a college student,6237,8.985366666666666,acknowledge,high_prior,0.75,acknowledge
sophia,C,block1,prior,33,27,Sophia is a high end fashion model,21404,8.985366666666666,reveal,low_prior,0,reveal
frank,C,block1,prior,33,28,Frank has always wanted a pet,5723,8.985366666666666,be_annoyed,high_prior,1,be_annoyed
emily,C,block1,prior,33,29,Emily has been saving for a year,6490,8.985366666666666,suggest,high_prior,0.67,suggest
josh,C,block1,prior,33,30,Josh is a 75-year old man,4433,8.985366666666666,see,low_prior,0,see
isabella,C,block2,projective,33,32,Isabella is a vegetarian,8490,8.985366666666666,say,low_prior,0,say
owen,C,block2,projective,33,33,Owen lives in New Orleans,8516,8.985366666666666,confess,low_prior,0.01,confess
grace,C,block2,projective,33,34,Grace hates her sister,34549,8.985366666666666,admit,low_prior,0.03,admit
muffins,MC,block2,projective,33,35,Muffins are sold at the bakery,7415,8.985366666666666,MC,,0.15,MC
emily,C,block2,projective,33,36,Emily has been saving for a year,9549,8.985366666666666,suggest,high_prior,0.1,suggest
olivia,C,block2,projective,33,37,Olivia works the third shift,19024,8.985366666666666,announce,high_prior,0.02,announce
zoe,C,block2,projective,33,38,Zoe is 5 years old,12389,8.985366666666666,establish,low_prior,0.29,establish
tony,C,block2,projective,33,39,Tony has been sober for 20 years,6108,8.985366666666666,think,low_prior,0.04,think
danny,C,block2,projective,33,40,Danny loves cake,9265,8.985366666666666,hear,high_prior,0.08,hear
jackson,C,block2,projective,33,41,Jackson is obese,14214,8.985366666666666,pretend,low_prior,0.03,pretend
garage,MC,block2,projective,33,42,Garages are used to store cars and other things,5438,8.985366666666666,MC,,0.02,MC
kids,MC,block2,projective,33,43,Many children like ice cream,18158,8.985366666666666,MC,,0.48,MC
josie,C,block2,projective,33,44,Josie loves France,7128,8.985366666666666,demonstrate,high_prior,0.79,demonstrate
frank,C,block2,projective,33,45,Frank has always wanted a pet,7502,8.985366666666666,be_annoyed,high_prior,0.9,be_annoyed
sophia,C,block2,projective,33,46,Sophia is a high end fashion model,10469,8.985366666666666,reveal,low_prior,0.13,reveal
ballet,MC,block2,projective,33,47,Ballet is a type of dance,4749,8.985366666666666,MC,,0.14,MC
jayden,C,block2,projective,33,48,Jayden doesn't have a driver's license,9706,8.985366666666666,confirm,low_prior,0.03,confirm
mia,C,block2,projective,33,49,Mia is a college student,8049,8.985366666666666,acknowledge,high_prior,0.69,acknowledge
julian,C,block2,projective,33,50,Julian is German,10745,8.985366666666666,be_right,low_prior,0.06,be_right
hat,MC,block2,projective,33,51,Hats are worn on the head,7003,8.985366666666666,MC,,0.3,MC
mary,C,block2,projective,33,52,Mary is taking a prenatal yoga class,11195,8.985366666666666,prove,high_prior,0.3,prove
charley,C,block2,projective,33,53,Charley lives in Mexico,11668,8.985366666666666,know,high_prior,1,know
josh,C,block2,projective,33,54,Josh is a 75-year old man,8750,8.985366666666666,see,low_prior,0.99,see
pizza,MC,block2,projective,33,55,Pizza is sold at the pizzeria,5656,8.985366666666666,MC,,0.12,MC
jon,C,block2,projective,33,56,Jon lives 2 blocks away from work,4192,8.985366666666666,inform,high_prior,0.97,inform
emma,C,block2,projective,33,57,Emma is in law school,5303,8.985366666666666,discover,high_prior,0.97,discover
frank,C,block1,prior,34,5,Frank is allergic to cats,9345,18.305783333333334,acknowledge,low_prior,0.02,acknowledge
hat,MC,block1,prior,34,6,Hats are worn on the head,11874,18.305783333333334,MC,,0.79,MC
zoe,C,block1,prior,34,7,Zoe is 5 years old,8566,18.305783333333334,confess,low_prior,0.12,confess
garage,MC,block1,prior,34,8,Garages are used to store cars and other things,48110,18.305783333333334,MC,,0.67,MC
sophia,C,block1,prior,34,9,Sophia is a high end fashion model,8670,18.305783333333334,prove,low_prior,0.66,prove
isabella,C,block1,prior,34,10,Isabella is from Argentina,6233,18.305783333333334,inform,high_prior,0.57,inform
josh,C,block1,prior,34,11,Josh is a 75-year old man,8056,18.305783333333334,see,low_prior,0.09,see
jackson,C,block1,prior,34,12,Jackson is training for a marathon,31743,18.305783333333334,be_annoyed,high_prior,0.6,be_annoyed
muffins,MC,block1,prior,34,13,Muffins are sold at the bakery,60196,18.305783333333334,MC,,0.6,MC
mary,C,block1,prior,34,14,Mary is taking a prenatal yoga class,18942,18.305783333333334,think,high_prior,0.96,think
josie,C,block1,prior,34,15,Josie loves France,6111,18.305783333333334,hear,high_prior,0.97,hear
olivia,C,block1,prior,34,16,Olivia has two small children,22939,18.305783333333334,be_right,low_prior,0.02,be_right
mia,C,block1,prior,34,17,Mia is a college student,17803,18.305783333333334,say,high_prior,0.19,say
jon,C,block1,prior,34,18,Jon lives 10 miles away from work,93728,18.305783333333334,know,low_prior,0.02,know
grace,C,block1,prior,34,19,Grace loves her sister,8274,18.305783333333334,pretend,high_prior,0.95,pretend
jayden,C,block1,prior,34,20,Jayden doesn't have a driver's license,7594,18.305783333333334,reveal,low_prior,0.34,reveal
charley,C,block1,prior,34,21,Charley lives in Mexico,9659,18.305783333333334,admit,high_prior,0.86,admit
emily,C,block1,prior,34,22,Emily has been saving for a year,14784,18.305783333333334,discover,high_prior,0.91,discover
emma,C,block1,prior,34,23,Emma is in first grade,11753,18.305783333333334,announce,low_prior,0.24,announce
danny,C,block1,prior,34,24,Danny loves cake,17019,18.305783333333334,suggest,high_prior,0.89,suggest
ballet,MC,block1,prior,34,25,Ballet is a type of dance,9252,18.305783333333334,MC,,0.66,MC
tony,C,block1,prior,34,26,Tony has been sober for 20 years,8911,18.305783333333334,establish,low_prior,0.1,establish
owen,C,block1,prior,34,27,Owen lives in New Orleans,9989,18.305783333333334,demonstrate,low_prior,0.87,demonstrate
pizza,MC,block1,prior,34,28,Pizza is sold at the pizzeria,14626,18.305783333333334,MC,,0.81,MC
julian,C,block1,prior,34,29,Julian is Cuban,24428,18.305783333333334,confirm,high_prior,0.79,confirm
kids,MC,block1,prior,34,30,Many children like ice cream,9836,18.305783333333334,MC,,0.53,MC
emily,C,block2,projective,34,32,Emily has been saving for a year,24018,18.305783333333334,discover,high_prior,0.54,discover
tony,C,block2,projective,34,33,Tony has been sober for 20 years,15080,18.305783333333334,establish,low_prior,0.12,establish
josie,C,block2,projective,34,34,Josie loves France,12904,18.305783333333334,hear,high_prior,0.94,hear
sophia,C,block2,projective,34,35,Sophia is a high end fashion model,16309,18.305783333333334,prove,low_prior,0.31,prove
isabella,C,block2,projective,34,36,Isabella is from Argentina,13969,18.305783333333334,inform,high_prior,0.76,inform
hat,MC,block2,projective,34,37,Hats are worn on the head,7990,18.305783333333334,MC,,0.09,MC
pizza,MC,block2,projective,34,38,Pizza is sold at the pizzeria,7742,18.305783333333334,MC,,0.04,MC
mary,C,block2,projective,34,39,Mary is taking a prenatal yoga class,14903,18.305783333333334,think,high_prior,0.5,think
olivia,C,block2,projective,34,40,Olivia has two small children,15779,18.305783333333334,be_right,low_prior,0.13,be_right
muffins,MC,block2,projective,34,41,Muffins are sold at the bakery,12008,18.305783333333334,MC,,0.18,MC
kids,MC,block2,projective,34,42,Many children like ice cream,14601,18.305783333333334,MC,,0.1,MC
ballet,MC,block2,projective,34,43,Ballet is a type of dance,7928,18.305783333333334,MC,,0.04,MC
frank,C,block2,projective,34,44,Frank is allergic to cats,12042,18.305783333333334,acknowledge,low_prior,0.12,acknowledge
emma,C,block2,projective,34,45,Emma is in first grade,13831,18.305783333333334,announce,low_prior,0.59,announce
owen,C,block2,projective,34,46,Owen lives in New Orleans,22878,18.305783333333334,demonstrate,low_prior,0.88,demonstrate
danny,C,block2,projective,34,47,Danny loves cake,7740,18.305783333333334,suggest,high_prior,0.62,suggest
grace,C,block2,projective,34,48,Grace loves her sister,14940,18.305783333333334,pretend,high_prior,0.31,pretend
jon,C,block2,projective,34,49,Jon lives 10 miles away from work,9210,18.305783333333334,know,low_prior,0.91,know
garage,MC,block2,projective,34,50,Garages are used to store cars and other things,7007,18.305783333333334,MC,,0.12,MC
zoe,C,block2,projective,34,51,Zoe is 5 years old,9951,18.305783333333334,confess,low_prior,0.83,confess
